,Timestamp,Amount,Account Type,Bank,LFD,Category,Place,Account,DR_CR
611,2020-04-07 19:45:00,2000,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
612,2020-05-12 17:18:00,2000,BANK,AXIS,7057,CREDIT,ASHWANIK,BANK-AXIS-7057,CR
613,2020-05-12 19:32:00,2000,BANK,AXIS,7057,CREDIT,MRCHANDR,BANK-AXIS-7057,CR
614,2020-05-12 21:51:00,2000,BANK,AXIS,7057,CREDIT,KALPANA M,BANK-AXIS-7057,CR
615,2020-05-12 22:52:00,2000,BANK,AXIS,7057,CREDIT,SONAL BHA,BANK-AXIS-7057,CR
616,2020-05-19 14:57:00,2000,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
617,2020-06-10 10:37:00,2000,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
618,2020-07-08 15:04:00,2000,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
619,2020-07-23 14:35:00,2000,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
620,2021-07-06 10:40:00,2000,CREDIT,AXIS,2232,FUEL,TARUN FILLING CENTER - INDIAN OIL PETROL PUMP,CREDIT-AXIS-2232,DR
621,2022-10-27 07:50:00,2000,CREDIT,AXIS,2232,FUEL,AMAR AUTOS - ROYAL ENFIELD,CREDIT-AXIS-2232,DR
622,2022-10-29 13:11:00,2000,CREDIT,AXIS,2232,FUEL,BPCL SHAHEE,CREDIT-AXIS-2232,DR
623,2022-12-29 19:13:00,2000,CREDIT,AXIS,2232,FUEL,HP PETROL BUNK,CREDIT-AXIS-2232,DR
624,2022-04-25 10:54:00,2000,CREDIT,AXIS,6891,FUEL,DIESEL,CREDIT-AXIS-6891,DR
625,2022-07-12 01:33:00,2000,CREDIT,AXIS,6891,FUEL,HP PETROL PUMP - AUTO CARE CENTRE GREATER NOIDA,CREDIT-AXIS-6891,DR
626,2022-06-18 02:23:00,2000,WALLET,WALLET,0000,CREDIT,CREDIT,WALLET-WALLET-0000,CR
627,2020-01-11 15:06:00,2000,BANK,ICICI,6838,MISC,7017718676@YBL,BANK-ICICI-6838,DR
628,2020-11-01 15:19:00,2000,BANK,ICICI,6838,MISC,APOORVVERMA0396@OKICICI,BANK-ICICI-6838,DR
629,2020-12-07 15:11:00,2000,BANK,ICICI,6838,BILLS,EASEBUZZ,BANK-ICICI-6838,DR
630,2020-12-08 22:58:00,2000,BANK,ICICI,6838,MISC,DHONDIYAL0@OKAXIS,BANK-ICICI-6838,DR
631,2021-02-05 13:27:00,2000,BANK,ICICI,6838,BILLS,NET BANKING,BANK-ICICI-6838,DR
632,2022-02-02 21:24:00,2000,BANK,ICICI,6838,CREDIT,VAIBHAV AGARWAL,BANK-ICICI-6838,CR
633,2022-05-03 11:27:00,2000,BANK,ICICI,6838,CREDIT,ARCHNA SIROHI,BANK-ICICI-6838,CR
634,2022-05-03 11:27:00,2000,BANK,ICICI,6838,MISC,KULYASH DAHIYA,BANK-ICICI-6838,DR
635,2022-12-10 21:33:00,2000,BANK,ICICI,6838,HEX,JAI SIROHI,BANK-ICICI-6838,CR
636,2022-06-13 11:43:00,2000,CREDIT,ICICI,5001,SHOPPING,AMAZON PRODUCTS,CREDIT-ICICI-5001,DR
637,2019-12-21 19:20:00,2000,CREDIT,ICICI,7008,BILLS,PAYTM,CREDIT-ICICI-7008,DR
638,2021-02-05 13:30:00,2000,CREDIT,ICICI,7008,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-ICICI-7008,CR
639,2020-06-13 07:51:00,2000,BANK,ICICI,6838,MISC,ANUPAMFUE,BANK-ICICI-6838,DR
640,2022-09-26 19:30:00,2000,BANK,PAYTM,7775,CREDIT,AFZAL GADAG,BANK-PAYTM-7775,CR
641,2022-10-27 07:51:00,2000,BANK,PAYTM,7775,CREDIT,ARCHNA SIROHI,BANK-PAYTM-7775,CR
642,2022-12-16 22:06:00,2000,BANK,PAYTM,7775,HEX,SHAURYA BISHNOI,BANK-PAYTM-7775,CR
643,2023-01-02 21:04:00,2000,BANK,PAYTM,7775,HEX,PAYTM ADD MONEY,BANK-PAYTM-7775,DR
644,2023-01-09 18:57:00,2000,BANK,PAYTM,7775,HEX,PAYTM ADD MONEY,BANK-PAYTM-7775,DR
645,2023-02-11 19:09:00,2000,BANK,PAYTM,7775,HEX,UK705743@OKICICI,BANK-PAYTM-7775,DR
646,2020-06-02 10:13:00,1999,BANK,AXIS,7057,MISC,BHARATPE,BANK-AXIS-7057,DR
647,2021-04-12 23:33:00,1999,CREDIT,ICICI,5001,SHOPPING,AMAZON,CREDIT-ICICI-5001,DR
648,2022-12-26 17:38:00,1998,BANK,PAYTM,7775,MISC,MYN LOGISTICS,BANK-PAYTM-7775,DR
649,2022-01-30 14:11:00,1988,BANK,ICICI,6838,SHOPPING,AMAZON,BANK-ICICI-6838,DR
650,2021-12-17 12:48:00,1985,WALLET,AMAZON,8676,SHOPPING,AMAZON PAY,WALLET-AMAZON-8676,DR
651,2019-07-20 13:46:00,1974,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
652,2019-08-19 15:03:00,1974,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
653,2019-06-30 20:05:00,1967,BANK,AXIS,7057,TRAVEL,GOIBIBO,BANK-AXIS-7057,DR
654,2020-08-10 15:51:00,1960,BANK,AXIS,7057,CREDIT,APOORV VE,BANK-AXIS-7057,CR
655,2021-08-25 14:11:00,1953,BANK,AXIS,7057,SHOPPING,MYNTRA,BANK-AXIS-7057,DR
656,2019-05-19 15:17:00,1949,BANK,AXIS,7057,SHOPPING,AMAZON,BANK-AXIS-7057,DR
657,2022-07-28 09:18:00,1948,BANK,AXIS,7057,BILLS,SIMPL,BANK-AXIS-7057,DR
658,2022-07-28 09:18:00,1948,CREDIT,SIMPL,8676,BILL PAYMENT,SIMPL BILL PAYMENT,CREDIT-SIMPL-8676,CR
659,2022-12-10 13:35:00,1944,CREDIT,ICICI,5001,SHOPPING,AMAZON,CREDIT-ICICI-5001,DR
660,2019-08-22 22:53:00,1941,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
661,2022-10-31 14:28:00,1941,BANK,ICICI,6838,BILLS,CRED,BANK-ICICI-6838,DR
662,2022-10-31 15:40:00,1941,CREDIT,ICICI,5001,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-ICICI-5001,CR
663,2022-07-17 20:36:00,1931,BANK,ICICI,6838,BILLS,SIMPL,BANK-ICICI-6838,DR
664,2022-07-17 21:03:00,1931,CREDIT,SIMPL,8676,BILL PAYMENT,SIMPL BILL PAYMENT,CREDIT-SIMPL-8676,CR
665,2019-09-19 16:54:00,1928,BANK,ICICI,6838,GROCERIES,SPENCERS RETAIL,BANK-ICICI-6838,DR
666,2022-07-13 15:44:00,1915,BANK,ICICI,6838,MISC,KSHITIZ RAWAT,BANK-ICICI-6838,DR
667,2022-07-12 09:48:00,1904,CREDIT,SIMPL,8676,BILL PAYMENT,SIMPL BILL PAYMENT,CREDIT-SIMPL-8676,CR
668,2022-11-27 13:28:00,1902,CREDIT,AXIS,6891,ENTERTAINMENT,BOOKMYSHOW,CREDIT-AXIS-6891,DR
669,2022-02-12 22:02:00,1900,BANK,ICICI,6838,CREDIT,ARCHNA SIROHI,BANK-ICICI-6838,CR
670,2022-02-12 22:12:00,1900,BANK,ICICI,6838,HEALTH,SPUDDY MEMBERSHIP,BANK-ICICI-6838,DR
671,2022-04-10 17:27:00,1900,CREDIT,ICICI,7008,MISC,GOOGLE PLAY,CREDIT-ICICI-7008,DR
672,2022-05-10 17:27:00,1900,CREDIT,ICICI,7008,ENTERTAINMENT,GOOGLE PLAY,CREDIT-ICICI-7008,DR
673,2022-06-02 15:18:00,1900,CREDIT,ICICI,7008,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-ICICI-7008,CR
674,2022-06-10 17:27:00,1900,CREDIT,ICICI,7008,ENTERTAINMENT,GOOGLE PLAY,CREDIT-ICICI-7008,DR
675,2022-07-10 17:27:00,1900,CREDIT,ICICI,7008,BILLS,GOOGLE PLAY APP,CREDIT-ICICI-7008,DR
676,2022-08-13 15:57:00,1900,CREDIT,ICICI,7008,REFUND,GOOGLE PLAY APP CYBS SI,CREDIT-ICICI-7008,CR
677,2020-07-11 14:31:00,1899,CREDIT,ICICI,7008,BILLS,DOCSAPPPPAYU,CREDIT-ICICI-7008,DR
678,2020-07-01 10:34:00,1878,BANK,ICICI,6838,BILLS,NET BANKING,BANK-ICICI-6838,DR
679,2020-07-01 09:33:00,1878,CREDIT,ICICI,7008,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-ICICI-7008,CR
680,2020-11-19 18:22:00,1875,BANK,ICICI,6838,SHOPPING,AMAZON,BANK-ICICI-6838,DR
681,2023-01-03 00:46:00,1858,CREDIT,AXIS,2232,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-AXIS-2232,CR
682,2023-01-02 20:57:00,1858,BANK,ICICI,6838,BILLS,CREDCLUB1,BANK-ICICI-6838,DR
683,2019-12-19 12:59:00,1853,BANK,AXIS,7057,CREDIT,PHONEPE,BANK-AXIS-7057,CR
684,2020-03-05 17:41:00,1850,BANK,AXIS,7057,CREDIT,APOORV VE,BANK-AXIS-7057,CR
685,2020-11-16 19:40:00,1837,BANK,ICICI,6838,GROCERIES,NEEL ENTE,BANK-ICICI-6838,DR
686,2021-08-07 11:50:00,1825,BANK,AXIS,7057,BILLS,BRN-CARD PAYMENT,BANK-AXIS-7057,DR
687,2021-08-07 11:58:00,1825,CREDIT,AXIS,2232,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-AXIS-2232,CR
688,2020-03-08 21:39:00,1819,BANK,AXIS,7057,SHOPPING,VISHAL MEGA MART,BANK-AXIS-7057,DR
689,2022-06-15 11:12:00,1818,BANK,ICICI,6838,BILLS,RAZORPAYBHARATQ,BANK-ICICI-6838,DR
690,2019-02-28 23:07:00,1800,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
691,2019-03-06 14:32:00,1800,BANK,AXIS,7057,CREDIT,ANSH BHARDWAJ,BANK-AXIS-7057,CR
692,2020-07-15 19:51:00,1800,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
693,2021-12-29 05:23:00,1800,CREDIT,AXIS,6891,MISC,WIX.COM,CREDIT-AXIS-6891,DR
694,2021-12-15 04:41:00,1800,BANK,ICICI,6838,CREDIT,ARPIT MEHTA,BANK-ICICI-6838,CR
695,2020-07-04 17:30:00,1800,BANK,ICICI,6838,MISC,P,BANK-ICICI-6838,DR
696,2020-07-10 20:24:00,1800,BANK,ICICI,6838,MISC,P,BANK-ICICI-6838,DR
697,2021-03-01 11:42:00,1800,BANK,ICICI,6838,GROCERIES,KRISHNA GENERAL STORE,BANK-ICICI-6838,DR
698,2022-07-09 08:23:00,1799,CREDIT,ICICI,5001,REFUND,AMAZON,CREDIT-ICICI-5001,CR
699,2019-07-13 07:48:00,1798,BANK,AXIS,7057,SHOPPING,AMAZON,BANK-AXIS-7057,DR
700,2020-08-27 14:43:00,1798,BANK,ICICI,6838,BILLS,PAYU,BANK-ICICI-6838,DR
701,2020-08-28 21:13:00,1798,BANK,ICICI,6838,CREDIT,PHONEPE MERCHANT,BANK-ICICI-6838,CR
702,2020-07-10 15:59:00,1796,BANK,ICICI,6838,SHOPPING,THE GROCE,BANK-ICICI-6838,DR
703,2023-01-04 11:24:00,1782,BANK,ICICI,6838,MISC,DELHIVERY,BANK-ICICI-6838,DR
704,2022-07-03 11:11:00,1773,CREDIT,ICICI,5001,SHOPPING,AMAZON,CREDIT-ICICI-5001,DR
705,2020-01-18 18:30:00,1772,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
706,2020-02-17 20:39:00,1772,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
707,2022-02-08 14:02:00,1771,BANK,AXIS,7057,REFUND,VISA MERCH REFUND /02-FEB-22/CDTRESUMENE,BANK-AXIS-7057,CR
708,2022-07-24 20:20:00,1769,BANK,AXIS,7057,BILLS,RAZORPAY,BANK-AXIS-7057,DR
709,2022-09-16 09:26:00,1765,BANK,ICICI,6838,BILLS,JIO FIBER,BANK-ICICI-6838,DR
710,2021-10-02 21:21:00,1757,CREDIT,ICICI,7008,FOOD & DRINKS,AVM HOTELS P,CREDIT-ICICI-7008,DR
711,2020-06-25 09:08:00,1740,BANK,ICICI,6838,MISC,PAYTMQR2810050501011ER1TPF1IRJ4@PAYTM,BANK-ICICI-6838,DR
712,2022-09-21 13:53:00,1731,BANK,PAYTM,7775,BILLS,AMAZON PAY,BANK-PAYTM-7775,DR
713,2022-09-06 10:23:00,1726,CREDIT,ICICI,7008,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-ICICI-7008,CR
714,2019-11-20 11:09:00,1712,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
715,2019-12-20 08:56:00,1711,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
716,2021-07-12 11:32:00,1710,BANK,ICICI,6838,MISC,SWAPNIL943@OKAXIS,BANK-ICICI-6838,DR
717,2021-02-04 18:03:00,1700,BANK,AXIS,7057,MISC,AKASH VER,BANK-AXIS-7057,DR
718,2021-02-20 18:47:00,1700,BANK,AXIS,7057,CREDIT,AKASH VER,BANK-AXIS-7057,CR
719,2021-02-20 19:09:00,1700,BANK,AXIS,7057,CREDIT,AKASH VER,BANK-AXIS-7057,CR
720,2019-06-06 18:03:00,1700,BANK,AXIS,7057,BILLS,PTM*PAYTM,BANK-AXIS-7057,DR
721,2021-10-05 14:00:00,1700,BANK,ICICI,6838,MISC,PUSHPAK1999GUPTA@OKSBI,BANK-ICICI-6838,DR
722,2022-03-28 19:16:00,1700,BANK,ICICI,6838,CREDIT,PARV SIROHI,BANK-ICICI-6838,CR
723,2020-09-28 11:27:00,1699,BANK,AXIS,7057,SHOPPING,AMAZON,BANK-AXIS-7057,DR
724,2022-12-15 09:16:00,1699,CREDIT,AXIS,6891,SHOPPING,SNEADS,CREDIT-AXIS-6891,DR
725,2019-09-18 15:54:00,1698,BANK,AXIS,7057,MISC,INSTAKART,BANK-AXIS-7057,DR
726,2021-10-12 21:42:00,1698,CREDIT,AXIS,2232,FOOD & DRINKS,LITE BITE F,CREDIT-AXIS-2232,DR
727,2021-02-14 21:39:00,1693,CREDIT,ICICI,7008,MISC,FRASER SUITES DOHA \u0641\u0646\u062f\u0642 \u0641\u0631\u064a\u0632\u0631 \u0633\u0648\u064a\u062a\u0633 \u0627\u0644\u062f\u0648\u062d\u0629,CREDIT-ICICI-7008,DR
728,2019-09-20 11:39:00,1689,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
729,2019-10-21 08:22:00,1689,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
730,2021-07-08 21:49:00,1685,CREDIT,ICICI,5001,SHOPPING,AMAZON,CREDIT-ICICI-5001,DR
731,2020-03-19 15:50:00,1670,BANK,ICICI,6838,SHOPPING,AMAZON,BANK-ICICI-6838,DR
732,2020-07-30 21:04:00,1655,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
733,2020-11-10 20:15:00,1650,WALLET,AMAZON,8676,MISC,AMAZON PAY,WALLET-AMAZON-8676,DR
734,2022-06-11 13:37:00,1650,WALLET,PAYTM,8676,MISC,9873620571,WALLET-PAYTM-8676,DR
735,2021-12-18 15:49:00,1645,BANK,ICICI,6838,ENTERTAINMENT,PVR SNACKS,BANK-ICICI-6838,DR
736,2021-06-03 17:01:00,1643,BANK,AXIS,7057,BILLS,"CRED, CREDIT BILL PAYMENT",BANK-AXIS-7057,DR
737,2021-06-03 16:58:00,1643,CREDIT,AXIS,2232,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-AXIS-2232,CR
738,2019-07-02 11:54:00,1639,BANK,AXIS,7057,SHOPPING,AMAZON,BANK-AXIS-7057,DR
739,2022-10-12 12:27:00,1637,BANK,PAYTM,7775,MISC,TUSHARNARWAL07@OKAXIS,BANK-PAYTM-7775,DR
740,2022-10-12 12:40:00,1637,BANK,PAYTM,7775,CREDIT,TUSHAR NARWAL S O KARAM PAL NA,BANK-PAYTM-7775,CR
741,2021-01-06 05:43:00,1635,BANK,AXIS,7057,MISC,DEBIT,BANK-AXIS-7057,DR
742,2020-11-29 13:06:00,1622,BANK,ICICI,6838,GROCERIES,NEEL ENTERPRISES,BANK-ICICI-6838,DR
743,2021-05-18 16:42:00,1620,BANK,ICICI,6838,MISC,8630601181@YBL,BANK-ICICI-6838,DR
744,2022-10-12 12:13:00,1604,BANK,AXIS,7057,SHOPPING,M/S. NARENDRA AUTOMOBILES,BANK-AXIS-7057,DR
745,2020-07-04 12:25:00,1601,BANK,ICICI,6838,MISC,P,BANK-ICICI-6838,DR
746,2021-12-19 00:39:00,1600,BANK,AXIS,7057,CREDIT,KSHITIZ,BANK-AXIS-7057,CR
747,2019-06-24 20:39:00,1600,BANK,AXIS,7057,FOOD & DRINKS,ZOMATO,BANK-AXIS-7057,DR
748,2019-09-13 15:53:00,1600,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
749,2019-11-10 19:43:00,1600,BANK,AXIS,7057,CREDIT,ASHWIN SA,BANK-AXIS-7057,CR
750,2022-08-28 11:24:00,1600,BANK,ICICI,6838,CREDIT,ARCHNA SIROHI,BANK-ICICI-6838,CR
751,2020-09-24 13:22:00,1598,BANK,AXIS,7057,CREDIT,AMAZONSE,BANK-AXIS-7057,CR
752,2020-07-28 11:58:00,1597,BANK,AXIS,7057,SHOPPING,AMAZON,BANK-AXIS-7057,DR
753,2022-08-25 03:00:00,1595,WALLET,PAYTM,8676,SHOPPING,IGP,WALLET-PAYTM-8676,DR
754,2020-11-30 20:38:00,1594,BANK,ICICI,6838,FOOD & DRINKS,ZOMATO,BANK-ICICI-6838,DR
755,2022-01-26 17:28:00,1590,BANK,AXIS,7057,MISC,"MRS BABLI, AC",BANK-AXIS-7057,DR
756,2021-12-24 00:17:00,1587,WALLET,AMAZON,8676,SHOPPING,AMAZON PAY,WALLET-AMAZON-8676,DR
757,2021-06-05 22:40:00,1579,WALLET,AMAZON,8676,CREDIT,CREDIT,WALLET-AMAZON-8676,CR
758,2021-02-16 17:01:00,1567,CREDIT,ICICI,7008,TRAVEL,MAHAGUN MONTAGE,CREDIT-ICICI-7008,DR
759,2021-08-17 18:27:00,1566,BANK,AXIS,7057,FOOD & DRINKS,MORE SUPER MARKET,BANK-AXIS-7057,DR
760,2021-08-17 20:25:00,1565,BANK,AXIS,7057,CREDIT,XXXPGN KO,BANK-AXIS-7057,CR
761,2022-12-26 17:38:00,1565,BANK,PAYTM,7775,MISC,MYN LOGISTICS,BANK-PAYTM-7775,DR
762,2022-11-10 21:30:00,1551,BANK,PAYTM,7775,BILLS,GAS BILL PAYMENT,BANK-PAYTM-7775,DR
763,2020-10-10 11:24:00,1546,WALLET,AMAZON,8676,MISC,AMAZON PAY,WALLET-AMAZON-8676,DR
764,2020-10-13 14:32:00,1546,WALLET,AMAZON,8676,REFUND,REFUND,WALLET-AMAZON-8676,CR
765,2019-04-08 20:46:00,1544,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
766,2019-05-08 11:26:00,1544,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
767,2022-08-28 14:00:00,1538,BANK,PAYTM,7775,BILLS,AIRTEL,BANK-PAYTM-7775,DR
768,2022-04-08 21:11:00,1538,WALLET,PAYTM,8676,SHOPPING,SAARVII ENTERPRISES,WALLET-PAYTM-8676,DR
769,2020-12-29 12:51:00,1537,BANK,ICICI,6838,ENTERTAINMENT,TATA SKY,BANK-ICICI-6838,DR
770,2021-01-28 12:54:00,1537,BANK,ICICI,6838,ENTERTAINMENT,TATA SKY,BANK-ICICI-6838,DR
771,2021-03-04 11:46:00,1536,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
772,2021-04-03 15:48:00,1536,BANK,ICICI,6838,ENTERTAINMENT,TATA SKY,BANK-ICICI-6838,DR
773,2022-11-07 20:11:00,1530,BANK,PAYTM,7775,FOOD & DRINKS,PAYTM DEALS,BANK-PAYTM-7775,DR
774,2019-04-21 09:13:00,1529,BANK,AXIS,7057,ENTERTAINMENT,BIGTREE,BANK-AXIS-7057,DR
775,2020-03-21 12:35:00,1529,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
776,2022-12-10 19:45:00,1526,BANK,PAYTM,7775,MISC,PAYTM-67514282@PAYTM,BANK-PAYTM-7775,DR
777,2020-07-22 20:39:00,1524,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
778,2020-08-21 22:27:00,1524,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
779,2020-09-20 11:10:00,1524,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
780,2020-10-29 21:03:00,1524,BANK,AXIS,7057,BILLS,BILLDESKT,BANK-AXIS-7057,DR
781,2020-11-28 14:42:00,1524,BANK,ICICI,6838,ENTERTAINMENT,TATA SKY,BANK-ICICI-6838,DR
782,2020-11-29 20:14:00,1524,BANK,ICICI,6838,ENTERTAINMENT,TATA SKY,BANK-ICICI-6838,DR
783,2020-05-20 08:44:00,1523,BANK,AXIS,7057,ENTERTAINMENT,TATA SKY,BANK-AXIS-7057,DR
784,2022-10-18 21:33:00,1520,CREDIT,AXIS,6891,ENTERTAINMENT,PVR CINEMAS,CREDIT-AXIS-6891,DR
785,2022-09-08 19:32:00,1520,BANK,ICICI,6838,MISC,APNAVII,BANK-ICICI-6838,DR
786,2022-07-04 18:04:00,1517,CREDIT,ICICI,5001,SHOPPING,AMAZON,CREDIT-ICICI-5001,DR
787,2022-06-02 15:05:00,1514,CREDIT,AXIS,2232,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-AXIS-2232,CR
788,2022-06-02 12:18:00,1514,BANK,ICICI,6838,BILLS,CREDCLUB1,BANK-ICICI-6838,DR
789,2022-01-16 17:13:00,1512,BANK,AXIS,7057,SHOPPING,RAJESH MA,BANK-AXIS-7057,DR
790,2020-11-11 13:21:00,1512,BANK,ICICI,6838,MISC,Q59481795@YBL,BANK-ICICI-6838,DR
791,2021-02-06 23:34:00,1510,BANK,ICICI,6838,MISC,"THE LEELA PALACE BENGALURU, A CONTEMPORARY LUXURY HOTEL",BANK-ICICI-6838,DR
792,2022-04-07 18:41:00,1503,WALLET,PAYTM,8676,BILLS,AIRTEL RECHARGE,WALLET-PAYTM-8676,DR
793,2023-01-10 22:39:00,1501,BANK,PAYTM,7775,HEX,PAYTM ADD MONEY,BANK-PAYTM-7775,DR
794,2021-05-12 16:07:00,1500,BANK,AXIS,7057,MISC,KULYASH,BANK-AXIS-7057,DR
795,2021-10-03 16:51:00,1500,BANK,AXIS,7057,BILLS,PUSHPAK FAMILY RESTAURANT AND BAR,BANK-AXIS-7057,DR
796,2021-11-14 23:09:00,1500,BANK,AXIS,7057,CREDIT,KSHITIZ,BANK-AXIS-7057,CR
797,2019-10-09 12:16:00,1500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
798,2020-12-12 10:08:00,1500,BANK,AXIS,7057,MISC,DEBIT,BANK-AXIS-7057,DR
799,2019-02-12 18:31:00,1500,BANK,AXIS,7057,CREDIT,MR. KULYASH DAHIYA,BANK-AXIS-7057,CR
800,2019-04-21 11:07:00,1500,BANK,AXIS,7057,CREDIT,KULYASH DAHIYA,BANK-AXIS-7057,CR
801,2019-11-15 19:40:00,1500,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
802,2020-01-09 11:48:00,1500,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
803,2020-03-13 01:23:00,1500,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
804,2022-10-21 20:04:00,1500,CREDIT,AXIS,2232,FUEL,HP PETROL BUNK,CREDIT-AXIS-2232,DR
805,2021-07-31 21:59:00,1500,BANK,ICICI,6838,MISC,SBIMOPS@SBI,BANK-ICICI-6838,DR
806,2021-12-20 14:35:00,1500,BANK,ICICI,6838,CREDIT,DEEPALI RANA,BANK-ICICI-6838,CR
807,2021-12-27 20:34:00,1500,BANK,ICICI,6838,MISC,APOORV VERMA,BANK-ICICI-6838,DR
808,2022-05-26 11:50:00,1500,BANK,ICICI,6838,MISC,UPI FUNDS TRANSFER,BANK-ICICI-6838,DR
809,2019-12-13 19:00:00,1500,CREDIT,ICICI,7008,SHOPPING,ANMOL HOME DECORS,CREDIT-ICICI-7008,DR
810,2021-01-31 21:20:00,1500,BANK,ICICI,6838,FOOD & DRINKS,MADHULIKA,BANK-ICICI-6838,DR
811,2022-05-26 11:51:00,1500,BANK,PAYTM,7775,CREDIT,JAI SIROHI,BANK-PAYTM-7775,CR
812,2022-09-25 19:12:00,1500,BANK,PAYTM,7775,MISC,9881344103@AXL,BANK-PAYTM-7775,DR
813,2022-11-01 20:47:00,1500,BANK,PAYTM,7775,GROCERIES,COUNTRY DELIGHT,BANK-PAYTM-7775,DR
814,2021-12-18 01:04:00,1499,WALLET,AMAZON,8676,SHOPPING,AMAZON PAY,WALLET-AMAZON-8676,DR
815,2020-09-24 13:48:00,1499,BANK,AXIS,7057,CREDIT,AMAZONSE,BANK-AXIS-7057,CR
816,2023-01-16 04:08:00,1499,CREDIT,AXIS,6891,SHOPPING,ASIAN FOOTWEAR SHOES,CREDIT-AXIS-6891,DR
817,2021-01-11 10:48:00,1499,WALLET,WALLET,0000,MISC,HOTSTAR,WALLET-WALLET-0000,DR
818,2020-10-13 11:37:00,1499,CREDIT,ICICI,7008,MISC,HOTSTAR,CREDIT-ICICI-7008,DR
819,2020-12-28 21:51:00,1499,CREDIT,ICICI,7008,SHOPPING,SONY CENTER,CREDIT-ICICI-7008,DR
820,2020-11-02 20:33:00,1488,BANK,ICICI,6838,FOOD & DRINKS,ZOMATO,BANK-ICICI-6838,DR
821,2019-07-20 20:10:00,1472,BANK,AXIS,7057,GROCERIES,FOOD BAZAAR,BANK-AXIS-7057,DR
822,2022-11-10 19:26:00,1469,CREDIT,AXIS,6891,FOOD & DRINKS,DEE'S GIFT,CREDIT-AXIS-6891,DR
823,2021-08-03 19:44:00,1467,CREDIT,ICICI,7008,SHOPPING,LIFE STYLE INTE,CREDIT-ICICI-7008,DR
824,2020-05-13 21:16:00,1460,BANK,AXIS,7057,MISC,INDLOCAL SOLUTI GURGAO,BANK-AXIS-7057,DR
825,2020-09-28 12:48:00,1449,BANK,ICICI,6838,SHOPPING,AMAZON,BANK-ICICI-6838,DR
826,2022-05-08 23:24:00,1428,CREDIT,AXIS,2232,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-AXIS-2232,CR
827,2022-05-08 23:20:00,1428,BANK,ICICI,6838,BILLS,CREDCLUB,BANK-ICICI-6838,DR
